index,pickup_date,actual_pickup_boxcox,scheduled_pickups,actual_pickup_lag7,actual_pickup_lag14,scheduled_pickup_lag7,scheduled_pickup_lag14,family_size,special_occasion_Dhu al-Hijjah,special_occasion_Dhu al-Qadah,special_occasion_Eid al-Adha,special_occasion_Eid al-Fitr,special_occasion_Muharram,special_occasion_Rabi al-Awwal,special_occasion_Rajab,special_occasion_Ramadan,special_occasion_Shaban,season_Spring,season_Summer,season_Winter
120,2024-08-08,37.506503650822324,66318.0,46656.0,830584.0,34704.0,385024.0,3.9285714285714284,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
121,2024-08-12,38.62663469020321,44352.0,140608.0,729000.0,103948.0,304740.0,4.295454545454546,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,2024-08-13,28.1905313970662,19170.0,17576.0,27.0,20150.0,177.0,4.555555555555555,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
123,2024-08-14,28.1905313970662,26514.0,6859.0,27.0,10241.0,225.0,3.8518518518518516,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
124,2024-08-15,33.38439467095471,32655.0,54872.0,2146689.0,40508.0,516387.0,3.914285714285714,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,2024-08-19,41.857499774019395,58250.0,373248.0,166375.0,133272.0,70290.0,4.18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,2024-08-20,33.99444215034182,24552.0,50653.0,148877.0,55352.0,72345.0,3.361111111111111,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,2024-08-21,26.06854853880194,10344.0,74088.0,46656.0,66318.0,34704.0,4.25,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,2024-08-22,39.178171929734276,43695.0,85184.0,140608.0,44352.0,103948.0,3.688888888888889,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129,2024-08-23,4.603856665730652,24.0,19683.0,17576.0,19170.0,20150.0,2.3333333333333335,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,2024-08-26,26.06854853880194,10368.0,19683.0,6859.0,26514.0,10241.0,4.208333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
